"id","cuisine","set"
33816,"irish","train"
11842,"chinese","train"
13099,"indian","train"
27361,"indian","train"
12282,"irish","train"
12084,"italian","train"
18081,"southern_us","train"
11733,"brazilian","train"
4005,"southern_us","train"
4307,"british","train"
45690,"indian","train"
5027,"british","train"
7862,"french","train"
39959,"spanish","train"
17219,"japanese","train"
42946,"southern_us","train"
6099,"french","train"
33242,"mexican","train"
23470,"southern_us","train"
48675,"italian","train"
18059,"mexican","train"
45006,"italian","train"
41310,"mexican","train"
22125,"french","train"
43768,"italian","train"
31473,"southern_us","train"
7498,"mexican","train"
874,"italian","train"
20444,"french","train"
27398,"mexican","train"
30558,"italian","train"
17847,"vietnamese","train"
20052,"filipino","train"
32030,"indian","train"
25900,"spanish","train"
21284,"indian","train"
4500,"mexican","train"
28160,"indian","train"
33435,"southern_us","train"
33576,"italian","train"
18757,"cajun_creole","train"
26975,"french","train"
28914,"mexican","train"
14732,"spanish","train"
45143,"indian","train"
20573,"vietnamese","train"
29027,"southern_us","train"
39350,"chinese","train"
10278,"southern_us","train"
4780,"italian","train"
48739,"mexican","train"
36610,"mexican","train"
34127,"italian","train"
22420,"southern_us","train"
49055,"jamaican","train"
31988,"southern_us","train"
20679,"chinese","train"
32595,"italian","train"
2376,"mexican","train"
3003,"chinese","train"
10006,"italian","train"
9531,"cajun_creole","train"
27079,"italian","train"
44495,"mexican","train"
1777,"southern_us","train"
30047,"russian","train"
40612,"thai","train"
38940,"french","train"
4037,"chinese","train"
5420,"mexican","train"
47263,"thai","train"
22262,"southern_us","train"
42843,"southern_us","train"
36489,"mexican","train"
1864,"mexican","train"
888,"french","train"
28328,"moroccan","train"
1118,"brazilian","train"
40988,"italian","train"
16326,"mexican","train"
34115,"italian","train"
28248,"japanese","train"
8465,"korean","train"
19371,"chinese","train"
11664,"mexican","train"
49615,"brazilian","train"
26574,"chinese","train"
18197,"mexican","train"
23529,"cajun_creole","train"
25513,"mexican","train"
40112,"indian","train"
28836,"mexican","train"
29287,"vietnamese","train"
29673,"thai","train"
39426,"filipino","train"
35198,"irish","train"
27044,"indian","train"
31672,"cajun_creole","train"
43821,"mexican","train"
40873,"french","train"
24467,"mexican","train"
43321,"italian","train"
38657,"indian","train"
3033,"chinese","train"
1393,"japanese","train"
2952,"french","train"
17112,"italian","train"
13215,"moroccan","train"
412,"italian","train"
42157,"indian","train"
34254,"japanese","train"
34362,"italian","train"
5427,"vietnamese","train"
32386,"french","train"
4759,"italian","train"
37345,"mexican","train"
44785,"southern_us","train"
2544,"mexican","train"
43083,"mexican","train"
9871,"italian","train"
34833,"thai","train"
44182,"italian","train"
13390,"italian","train"
28998,"brazilian","train"
38418,"italian","train"
23109,"british","train"
22952,"british","train"
33086,"southern_us","train"
17147,"mexican","train"
24484,"chinese","train"
7773,"italian","train"
7987,"mexican","train"
14753,"indian","train"
44694,"italian","train"
10687,"russian","train"
40929,"southern_us","train"
43891,"cajun_creole","train"
24788,"italian","train"
916,"chinese","train"
42430,"italian","train"
14147,"irish","train"
15516,"mexican","train"
27284,"moroccan","train"
19122,"italian","train"
13098,"mexican","train"
44573,"italian","train"
45458,"greek","train"
26967,"southern_us","train"
4541,"chinese","train"
39993,"italian","train"
5544,"italian","train"
28983,"mexican","train"
6317,"chinese","train"
18280,"cajun_creole","train"
8762,"italian","train"
16910,"filipino","train"
2945,"italian","train"
34169,"italian","train"
25017,"indian","train"
15000,"japanese","train"
22073,"chinese","train"
29650,"italian","train"
45166,"thai","train"
47626,"filipino","train"
45277,"southern_us","train"
20663,"korean","train"
1983,"italian","train"
12832,"thai","train"
38016,"italian","train"
12959,"filipino","train"
37382,"italian","train"
35024,"chinese","train"
40134,"thai","train"
43862,"jamaican","train"
42645,"indian","train"
49522,"italian","train"
24131,"indian","train"
30385,"french","train"
16600,"italian","train"
36107,"french","train"
31974,"vietnamese","train"
20336,"greek","train"
16729,"mexican","train"
16814,"mexican","train"
11709,"chinese","train"
16248,"mexican","train"
9462,"mexican","train"
25707,"greek","train"
37678,"korean","train"
1661,"thai","train"
19577,"vietnamese","train"
7326,"mexican","train"
33220,"italian","train"
47803,"irish","train"
11048,"thai","train"
20043,"french","train"
41558,"thai","train"
136,"italian","train"
1781,"mexican","train"
35735,"southern_us","train"
17573,"mexican","train"
26474,"british","train"
8611,"british","train"
9287,"french","train"
37456,"french","train"
6935,"mexican","train"
49630,"vietnamese","train"
37674,"italian","train"
48698,"chinese","train"
46538,"irish","train"
22210,"french","train"
32809,"japanese","train"
16718,"moroccan","train"
17412,"greek","train"
42102,"chinese","train"
27981,"chinese","train"
1707,"vietnamese","train"
8289,"chinese","train"
21041,"italian","train"
15288,"southern_us","train"
18711,"japanese","train"
1222,"spanish","train"
44918,"moroccan","train"
36534,"british","train"
19563,"mexican","train"
6507,"thai","train"
32596,"greek","train"
19315,"southern_us","train"
38878,"mexican","train"
17750,"chinese","train"
39602,"greek","train"
2344,"mexican","train"
31434,"spanish","train"
20272,"chinese","train"
3845,"mexican","train"
13520,"southern_us","train"
20481,"italian","train"
33998,"mexican","train"
8724,"indian","train"
45598,"italian","train"
9539,"southern_us","train"
6955,"mexican","train"
34286,"italian","train"
33854,"indian","train"
14395,"italian","train"
7087,"french","train"
14870,"vietnamese","train"
32518,"mexican","train"
7709,"moroccan","train"
17757,"french","train"
43505,"southern_us","train"
25001,"italian","train"
42837,"chinese","train"
31061,"southern_us","train"
10661,"southern_us","train"
7581,"indian","train"
20158,"mexican","train"
36901,"italian","train"
25592,"greek","train"
40626,"mexican","train"
36101,"southern_us","train"
5050,"cajun_creole","train"
24146,"italian","train"
1898,"chinese","train"
22512,"italian","train"
8797,"korean","train"
17483,"mexican","train"
9830,"thai","train"
5389,"cajun_creole","train"
1216,"italian","train"
28564,"chinese","train"
36299,"italian","train"
9106,"southern_us","train"
39103,"italian","train"
5685,"brazilian","train"
21494,"italian","train"
4922,"thai","train"
8850,"southern_us","train"
25271,"mexican","train"
21447,"mexican","train"
45076,"thai","train"
31025,"italian","train"
3442,"italian","train"
18999,"cajun_creole","train"
39527,"mexican","train"
42582,"japanese","train"
3992,"southern_us","train"
20626,"indian","train"
23938,"mexican","train"
8482,"italian","train"
15832,"mexican","train"
13963,"mexican","train"
23258,"southern_us","train"
23772,"southern_us","train"
40295,"chinese","train"
30605,"italian","train"
856,"japanese","train"
19292,"southern_us","train"
22051,"brazilian","train"
24415,"italian","train"
37417,"thai","train"
28197,"indian","train"
34885,"cajun_creole","train"
14433,"italian","train"
18926,"southern_us","train"
16558,"southern_us","train"
48835,"mexican","train"
31619,"cajun_creole","train"
29379,"italian","train"
22154,"greek","train"
40111,"mexican","train"
47385,"italian","train"
36355,"italian","train"
44982,"italian","train"
26301,"filipino","train"
32411,"french","train"
27287,"french","train"
6720,"mexican","train"
9893,"italian","train"
27706,"italian","train"
11469,"chinese","train"
882,"french","train"
24896,"cajun_creole","train"
31712,"greek","train"
42997,"french","train"
10356,"southern_us","train"
713,"cajun_creole","train"
2082,"spanish","train"
34969,"moroccan","train"
37707,"indian","train"
10868,"southern_us","train"
33818,"french","train"
44208,"greek","train"
12049,"southern_us","train"
2039,"mexican","train"
38519,"british","train"
21701,"southern_us","train"
25053,"cajun_creole","train"
30210,"italian","train"
43312,"japanese","train"
1378,"cajun_creole","train"
41133,"vietnamese","train"
48772,"chinese","train"
8981,"mexican","train"
22515,"italian","train"
43663,"british","train"
34008,"japanese","train"
39188,"italian","train"
6679,"brazilian","train"
27581,"mexican","train"
40602,"mexican","train"
39404,"mexican","train"
46739,"cajun_creole","train"
42903,"mexican","train"
41384,"cajun_creole","train"
29350,"mexican","train"
17095,"japanese","train"
7737,"chinese","train"
41431,"british","train"
29119,"southern_us","train"
24549,"moroccan","train"
40063,"japanese","train"
2562,"spanish","train"
34100,"southern_us","train"
43641,"korean","train"
20279,"southern_us","train"
29654,"brazilian","train"
39644,"spanish","train"
45079,"mexican","train"
37613,"chinese","train"
14155,"brazilian","train"
44530,"chinese","train"
47339,"cajun_creole","train"
24836,"cajun_creole","train"
33648,"italian","train"
19986,"southern_us","train"
17800,"mexican","train"
34070,"mexican","train"
5470,"cajun_creole","train"
43225,"thai","train"
21050,"greek","train"
20670,"french","train"
33470,"indian","train"
6757,"mexican","train"
17555,"indian","train"
43134,"korean","train"
37647,"french","train"
405,"italian","train"
38219,"vietnamese","train"
28720,"cajun_creole","train"
31915,"italian","train"
24506,"thai","train"
37455,"korean","train"
27918,"southern_us","train"
2127,"cajun_creole","train"
47911,"chinese","train"
46803,"filipino","train"
34635,"southern_us","train"
46785,"italian","train"
24137,"thai","train"
1538,"mexican","train"
47469,"moroccan","train"
42826,"chinese","train"
22120,"mexican","train"
22387,"mexican","train"
26176,"mexican","train"
21654,"jamaican","train"
45361,"mexican","train"
29610,"jamaican","train"
35583,"mexican","train"
31199,"southern_us","train"
43644,"southern_us","train"
25394,"southern_us","train"
33059,"mexican","train"
19173,"indian","train"
25838,"chinese","train"
25360,"southern_us","train"
31052,"southern_us","train"
20966,"italian","train"
36228,"french","train"
38778,"cajun_creole","train"
47462,"italian","train"
6714,"spanish","train"
27264,"british","train"
11993,"southern_us","train"
3774,"indian","train"
39954,"mexican","train"
7001,"chinese","train"
24828,"italian","train"
45973,"french","train"
39198,"irish","train"
16238,"italian","train"
43256,"mexican","train"
4565,"southern_us","train"
27809,"italian","train"
5394,"italian","train"
36906,"italian","train"
17310,"mexican","train"
34211,"southern_us","train"
38943,"irish","train"
46115,"british","train"
44649,"mexican","train"
17789,"mexican","train"
37101,"chinese","train"
29199,"thai","train"
24303,"thai","train"
31044,"thai","train"
43284,"italian","train"
17464,"indian","train"
48697,"cajun_creole","train"
10790,"indian","train"
36728,"french","train"
35309,"mexican","train"
24593,"french","train"
46891,"chinese","train"
47023,"thai","train"
27803,"moroccan","train"
22954,"mexican","train"
3473,"cajun_creole","train"
4849,"moroccan","train"
17131,"mexican","train"
37310,"italian","train"
24138,"filipino","train"
5712,"italian","train"
22277,"italian","train"
7927,"thai","train"
29329,"irish","train"
32125,"moroccan","train"
34676,"mexican","train"
18920,"mexican","train"
42704,"italian","train"
23353,"italian","train"
6698,"southern_us","train"
26288,"italian","train"
32285,"italian","train"
19363,"italian","train"
45527,"italian","train"
14390,"indian","train"
48320,"italian","train"
25515,"southern_us","train"
2575,"french","train"
13502,"chinese","train"
20638,"russian","train"
14161,"vietnamese","train"
24848,"british","train"
34825,"indian","train"
23302,"spanish","train"
23161,"italian","train"
45528,"italian","train"
17981,"french","train"
42788,"indian","train"
39966,"indian","train"
43287,"southern_us","train"
36553,"mexican","train"
17637,"italian","train"
22677,"greek","train"
34442,"jamaican","train"
21980,"italian","train"
19455,"mexican","train"
22623,"mexican","train"
3435,"southern_us","train"
22362,"italian","train"
16079,"japanese","train"
45473,"italian","train"
12920,"thai","train"
13964,"korean","train"
42519,"chinese","train"
626,"french","train"
43117,"filipino","train"
10557,"french","train"
32295,"moroccan","train"
35573,"italian","train"
22837,"italian","train"
15221,"chinese","train"
35795,"mexican","train"
47062,"italian","train"
36420,"chinese","train"
35639,"thai","train"
18028,"french","train"
15902,"british","train"
19819,"thai","train"
30465,"greek","train"
495,"italian","train"
40779,"thai","train"
20650,"vietnamese","train"
34436,"british","train"
16607,"chinese","train"
4495,"russian","train"
13233,"greek","train"
12553,"southern_us","train"
33062,"irish","train"
45497,"vietnamese","train"
41291,"mexican","train"
48948,"irish","train"
49587,"spanish","train"
45694,"thai","train"
3147,"french","train"
37547,"greek","train"
1493,"filipino","train"
20048,"cajun_creole","train"
17938,"french","train"
22354,"british","train"
44029,"southern_us","train"
14965,"mexican","train"
38209,"spanish","train"
5976,"russian","train"
479,"chinese","train"
43042,"thai","train"
10477,"thai","train"
6292,"italian","train"
13493,"italian","train"
14643,"japanese","train"
18844,"italian","train"
40363,"british","train"
32038,"chinese","train"
46878,"southern_us","train"
17888,"filipino","train"
29835,"italian","train"
33011,"southern_us","train"
5279,"moroccan","train"
37847,"mexican","train"
47278,"brazilian","train"
30329,"russian","train"
29297,"indian","train"
3906,"mexican","train"
47603,"chinese","train"
13739,"thai","train"
7663,"italian","train"
26694,"french","train"
39998,"korean","train"
33138,"italian","train"
29441,"italian","train"
12736,"spanish","train"
45058,"chinese","train"
28367,"jamaican","train"
5887,"mexican","train"
44833,"mexican","train"
20236,"french","train"
25656,"italian","train"
25474,"italian","train"
49224,"italian","train"
42991,"indian","train"
32662,"italian","train"
14967,"italian","train"
30133,"southern_us","train"
33202,"southern_us","train"
38763,"italian","train"
18435,"french","train"
16776,"chinese","train"
44713,"indian","train"
29473,"french","train"
33931,"moroccan","train"
20372,"italian","train"
23171,"southern_us","train"
16216,"irish","train"
42618,"italian","train"
37999,"mexican","train"
20253,"jamaican","train"
35180,"french","train"
47785,"chinese","train"
45072,"italian","train"
10975,"thai","train"
13346,"mexican","train"
38818,"french","train"
38605,"japanese","train"
46044,"mexican","train"
18158,"filipino","train"
42466,"french","train"
36087,"southern_us","train"
27245,"thai","train"
43613,"greek","train"
25178,"southern_us","train"
28257,"spanish","train"
22890,"cajun_creole","train"
41313,"southern_us","train"
49295,"chinese","train"
29780,"southern_us","train"
46724,"cajun_creole","train"
16281,"spanish","train"
16764,"irish","train"
35866,"chinese","train"
13291,"cajun_creole","train"
44906,"japanese","train"
1106,"spanish","train"
28251,"southern_us","train"
10659,"filipino","train"
26867,"mexican","train"
41790,"italian","train"
41485,"filipino","train"
3673,"russian","train"
13402,"moroccan","train"
5800,"japanese","train"
27556,"greek","train"
3770,"southern_us","train"
17437,"italian","train"
6450,"indian","train"
48141,"indian","train"
35673,"mexican","train"
31680,"mexican","train"
16022,"indian","train"
27931,"mexican","train"
19099,"italian","train"
43390,"southern_us","train"
28756,"korean","train"
42667,"japanese","train"
2979,"italian","train"
38848,"italian","train"
14910,"italian","train"
45430,"brazilian","train"
19343,"filipino","train"
40486,"italian","train"
4455,"italian","train"
5209,"french","train"
19471,"italian","train"
25236,"indian","train"
3432,"spanish","train"
44075,"french","train"
16247,"mexican","train"
13446,"french","train"
47512,"mexican","train"
19143,"mexican","train"
35437,"mexican","train"
42255,"southern_us","train"
18386,"italian","train"
4321,"italian","train"
3331,"spanish","train"
23673,"indian","train"
16638,"greek","train"
18558,"vietnamese","train"
27366,"mexican","train"
43269,"mexican","train"
27188,"mexican","train"
22137,"japanese","train"
44764,"indian","train"
28764,"italian","train"
42876,"cajun_creole","train"
35177,"italian","train"
22668,"mexican","train"
4215,"italian","train"
43162,"moroccan","train"
13172,"italian","train"
49075,"chinese","train"
11874,"jamaican","train"
8159,"indian","train"
36306,"korean","train"
23678,"chinese","train"
5636,"indian","train"
33180,"cajun_creole","train"
14690,"indian","train"
15012,"brazilian","train"
36892,"mexican","train"
49644,"moroccan","train"
12322,"italian","train"
6821,"southern_us","train"
23467,"greek","train"
9048,"british","train"
17655,"chinese","train"
42649,"chinese","train"
17601,"french","train"
47436,"southern_us","train"
37375,"italian","train"
17011,"mexican","train"
8548,"japanese","train"
24034,"french","train"
35507,"mexican","train"
9187,"spanish","train"
45824,"italian","train"
6592,"mexican","train"
47215,"chinese","train"
44585,"chinese","train"
15108,"mexican","train"
33944,"indian","train"
17697,"indian","train"
27787,"southern_us","train"
12821,"french","train"
29328,"korean","train"
38043,"french","train"
4947,"filipino","train"
35719,"vietnamese","train"
10739,"spanish","train"
48110,"italian","train"
41213,"southern_us","train"
6549,"italian","train"
31336,"french","train"
23848,"jamaican","train"
40174,"italian","train"
13646,"greek","train"
31311,"italian","train"
15199,"vietnamese","train"
44588,"thai","train"
48422,"jamaican","train"
46751,"mexican","train"
43299,"southern_us","train"
45045,"indian","train"
13421,"italian","train"
37983,"russian","train"
1678,"chinese","train"
9505,"italian","train"
11420,"chinese","train"
26827,"thai","train"
15825,"chinese","train"
49627,"mexican","train"
11377,"mexican","train"
45155,"southern_us","train"
40456,"japanese","train"
2704,"italian","train"
16262,"mexican","train"
8434,"chinese","train"
20933,"italian","train"
41927,"italian","train"
21622,"french","train"
421,"korean","train"
38505,"mexican","train"
12388,"italian","train"
43642,"italian","train"
21882,"italian","train"
5249,"mexican","train"
1226,"italian","train"
21023,"indian","train"
8160,"italian","train"
49618,"italian","train"
40453,"italian","train"
33676,"chinese","train"
11821,"french","train"
37998,"mexican","train"
13730,"mexican","train"
42908,"southern_us","train"
29139,"thai","train"
8823,"thai","train"
8475,"moroccan","train"
39786,"jamaican","train"
43587,"southern_us","train"
17925,"french","train"
16544,"mexican","train"
29488,"chinese","train"
15684,"french","train"
39020,"mexican","train"
24890,"italian","train"
1331,"moroccan","train"
32179,"thai","train"
29454,"mexican","train"
8902,"jamaican","train"
49154,"spanish","train"
46271,"chinese","train"
11946,"mexican","train"
32992,"southern_us","train"
39595,"southern_us","train"
14279,"southern_us","train"
1916,"vietnamese","train"
35512,"mexican","train"
24055,"cajun_creole","train"
40545,"french","train"
15125,"italian","train"
15022,"filipino","train"
17746,"southern_us","train"
35113,"italian","train"
15958,"mexican","train"
28092,"thai","train"
18315,"vietnamese","train"
23069,"southern_us","train"
7351,"italian","train"
46207,"southern_us","train"
49092,"mexican","train"
27230,"french","train"
37317,"italian","train"
16218,"french","train"
31840,"chinese","train"
27170,"mexican","train"
22892,"mexican","train"
18832,"indian","train"
39015,"mexican","train"
15033,"brazilian","train"
36221,"chinese","train"
37714,"vietnamese","train"
40957,"french","train"
4728,"thai","train"
3075,"chinese","train"
847,"japanese","train"
33593,"british","train"
39886,"vietnamese","train"
25329,"irish","train"
47726,"thai","train"
30927,"mexican","train"
47233,"southern_us","train"
13280,"jamaican","train"
35389,"french","train"
5019,"japanese","train"
40060,"italian","train"
4915,"mexican","train"
24093,"greek","train"
243,"thai","train"
44561,"korean","train"
18533,"southern_us","train"
32108,"chinese","train"
26959,"indian","train"
38108,"filipino","train"
25016,"southern_us","train"
27302,"chinese","train"
40761,"italian","train"
39763,"southern_us","train"
38175,"mexican","train"
116,"french","train"
41760,"italian","train"
13063,"mexican","train"
3355,"mexican","train"
3459,"mexican","train"
33538,"chinese","train"
3723,"korean","train"
12776,"indian","train"
12062,"southern_us","train"
1281,"irish","train"
11442,"italian","train"
28774,"italian","train"
9378,"british","train"
14680,"southern_us","train"
45747,"italian","train"
16861,"jamaican","train"
9440,"irish","train"
4152,"mexican","train"
36248,"mexican","train"
34598,"italian","train"
7372,"southern_us","train"
28706,"mexican","train"
13930,"thai","train"
18531,"mexican","train"
19767,"british","train"
34891,"thai","train"
19110,"indian","train"
38784,"southern_us","train"
5584,"mexican","train"
34391,"filipino","train"
18156,"italian","train"
6978,"spanish","train"
10244,"italian","train"
7362,"mexican","train"
46423,"brazilian","train"
38054,"indian","train"
28631,"french","train"
17505,"cajun_creole","train"
3376,"greek","train"
30482,"chinese","train"
22411,"southern_us","train"
21555,"italian","train"
37108,"filipino","train"
13894,"italian","train"
6118,"moroccan","train"
4414,"thai","train"
8457,"mexican","train"
25760,"indian","train"
41134,"thai","train"
29330,"southern_us","train"
35019,"vietnamese","train"
36200,"southern_us","train"
19661,"thai","train"
16849,"japanese","train"
37129,"korean","train"
41423,"moroccan","train"
28434,"indian","train"
29334,"italian","train"
13226,"cajun_creole","train"
45107,"korean","train"
41393,"italian","train"
21509,"indian","train"
8461,"japanese","train"
38144,"southern_us","train"
31514,"italian","train"
9859,"mexican","train"
24982,"italian","train"
42281,"indian","train"
1444,"french","train"
31421,"southern_us","train"
17751,"italian","train"
43355,"mexican","train"
48598,"spanish","train"
43010,"indian","train"
18260,"southern_us","train"
36759,"italian","train"
17948,"italian","train"
2431,"mexican","train"
10653,"italian","train"
21650,"southern_us","train"
39502,"mexican","train"
22547,"vietnamese","train"
24518,"indian","train"
42421,"french","train"
27167,"italian","train"
14090,"southern_us","train"
9405,"irish","train"
26621,"indian","train"
43370,"italian","train"
39107,"mexican","train"
32037,"korean","train"
30892,"southern_us","train"
7714,"mexican","train"
3123,"indian","train"
42180,"thai","train"
44722,"mexican","train"
27657,"southern_us","train"
23554,"french","train"
48976,"southern_us","train"
26851,"thai","train"
23198,"indian","train"
31366,"mexican","train"
18951,"mexican","train"
15216,"italian","train"
40208,"italian","train"
15978,"mexican","train"
14768,"cajun_creole","train"
19448,"mexican","train"
25218,"italian","train"
28136,"chinese","train"
48939,"mexican","train"
25648,"mexican","train"
43948,"mexican","train"
14449,"indian","train"
30087,"southern_us","train"
22773,"mexican","train"
38745,"japanese","train"
45285,"mexican","train"
16367,"thai","train"
40449,"vietnamese","train"
40179,"spanish","train"
24237,"french","train"
3038,"italian","train"
25433,"italian","train"
15175,"italian","train"
11519,"cajun_creole","train"
12133,"british","train"
2384,"korean","train"
44773,"southern_us","train"
13574,"southern_us","train"
13093,"southern_us","train"
35165,"spanish","train"
48228,"italian","train"
19234,"indian","train"
7635,"italian","train"
31072,"mexican","train"
28305,"french","train"
41990,"british","train"
35453,"jamaican","train"
20497,"southern_us","train"
29233,"indian","train"
34068,"indian","train"
40013,"mexican","train"
44333,"mexican","train"
43102,"korean","train"
20659,"cajun_creole","train"
5811,"mexican","train"
46311,"brazilian","train"
1547,"southern_us","train"
14407,"mexican","train"
18411,"vietnamese","train"
2077,"korean","train"
11177,"thai","train"
31381,"italian","train"
20835,"italian","train"
12508,"italian","train"
30825,"italian","train"
48825,"italian","train"
19096,"greek","train"
16941,"french","train"
27037,"italian","train"
23371,"cajun_creole","train"
15048,"japanese","train"
34759,"italian","train"
10570,"irish","train"
1082,"korean","train"
27768,"brazilian","train"
24781,"japanese","train"
48543,"mexican","train"
13338,"spanish","train"
13354,"filipino","train"
2637,"cajun_creole","train"
36016,"chinese","train"
43535,"italian","train"
20896,"southern_us","train"
8975,"cajun_creole","train"
20320,"southern_us","train"
33201,"japanese","train"
11904,"italian","train"
11750,"mexican","train"
36265,"italian","train"
44876,"mexican","train"
42488,"italian","train"
32773,"vietnamese","train"
33701,"russian","train"
27808,"southern_us","train"
16869,"indian","train"
9685,"southern_us","train"
44169,"russian","train"
32333,"indian","train"
10141,"japanese","train"
26044,"italian","train"
44476,"italian","train"
25019,"italian","train"
11540,"southern_us","train"
14707,"chinese","train"
48288,"southern_us","train"
22583,"russian","train"
11625,"japanese","train"
8392,"greek","train"
43894,"french","train"
1330,"italian","train"
8623,"french","train"
7789,"mexican","train"
28615,"mexican","train"
5276,"indian","train"
42050,"vietnamese","train"
45833,"italian","train"
11580,"indian","train"
12557,"indian","train"
40228,"vietnamese","train"
14813,"korean","train"
46491,"french","train"
45355,"thai","train"
7739,"italian","train"
34288,"french","train"
33512,"southern_us","train"
20189,"filipino","train"
5637,"indian","train"
36116,"italian","train"
2137,"french","train"
34652,"italian","train"
23051,"indian","train"
43400,"french","train"
5546,"moroccan","train"
33136,"italian","train"
19391,"mexican","train"
45057,"indian","train"
45024,"thai","train"
30619,"french","train"
31279,"cajun_creole","train"
4396,"mexican","train"
44758,"moroccan","train"
15286,"cajun_creole","train"
25988,"chinese","train"
29861,"thai","train"
13901,"chinese","train"
41931,"spanish","train"
32235,"italian","train"
42475,"italian","train"
28114,"thai","train"
35361,"italian","train"
30009,"mexican","train"
26422,"indian","train"
17780,"cajun_creole","train"
27586,"cajun_creole","train"
43061,"spanish","train"
12076,"italian","train"
49232,"vietnamese","train"
36517,"southern_us","train"
13478,"spanish","train"
14995,"southern_us","train"
47138,"indian","train"
19142,"chinese","train"
6225,"mexican","train"
22695,"italian","train"
26232,"thai","train"
4745,"italian","train"
49632,"mexican","train"
21649,"indian","train"
29987,"british","train"
9899,"indian","train"
27125,"thai","train"
11679,"cajun_creole","train"
7756,"chinese","train"
27721,"chinese","train"
45181,"italian","train"
1387,"italian","train"
45899,"korean","train"
14657,"southern_us","train"
31165,"southern_us","train"
40290,"mexican","train"
42778,"mexican","train"
39584,"chinese","train"
21369,"cajun_creole","train"
42134,"mexican","train"
28489,"french","train"
4259,"british","train"
46492,"chinese","train"
41116,"japanese","train"
22755,"moroccan","train"
12802,"italian","train"
28172,"indian","train"
2737,"greek","train"
42718,"greek","train"
39014,"indian","train"
36092,"moroccan","train"
48753,"italian","train"
8402,"indian","train"
35858,"italian","train"
2810,"thai","train"
2776,"french","train"
33993,"cajun_creole","train"
9818,"filipino","train"
29322,"mexican","train"
45712,"japanese","train"
23656,"french","train"
7634,"mexican","train"
42692,"greek","train"
32044,"indian","train"
28033,"japanese","train"
30063,"russian","train"
4067,"indian","train"
41713,"mexican","train"
47298,"cajun_creole","train"
38106,"mexican","train"
46761,"irish","train"
30284,"italian","train"
5307,"french","train"
3427,"thai","train"
22432,"southern_us","train"
26529,"indian","train"
13010,"korean","train"
37518,"italian","train"
21723,"greek","train"
44985,"italian","train"
23693,"filipino","train"
10258,"indian","train"
49083,"mexican","train"
36828,"mexican","train"
5284,"southern_us","train"
14388,"southern_us","train"
25423,"japanese","train"
9329,"indian","train"
37537,"southern_us","train"
1101,"chinese","train"
18223,"moroccan","train"
30585,"japanese","train"
19982,"cajun_creole","train"
9374,"italian","train"
27767,"french","train"
22511,"southern_us","train"
25032,"thai","train"
15501,"southern_us","train"
24071,"japanese","train"
32872,"moroccan","train"
43076,"southern_us","train"
501,"irish","train"
34012,"indian","train"
9815,"mexican","train"
37544,"french","train"
33815,"french","train"
4229,"chinese","train"
4469,"italian","train"
9898,"mexican","train"
28109,"italian","train"
32587,"southern_us","train"
5216,"mexican","train"
34849,"russian","train"
28602,"korean","train"
46706,"cajun_creole","train"
8398,"mexican","train"
19912,"vietnamese","train"
21013,"indian","train"
31070,"japanese","train"
36091,"greek","train"
18645,"indian","train"
29258,"italian","train"
12947,"mexican","train"
10506,"thai","train"
37814,"indian","train"
43461,"japanese","train"
10534,"mexican","train"
8549,"chinese","train"
38739,"mexican","train"
2420,"southern_us","train"
5001,"french","train"
35587,"chinese","train"
34785,"mexican","train"
48113,"greek","train"
23255,"italian","train"
15136,"thai","train"
36823,"italian","train"
10876,"mexican","train"
32239,"indian","train"
19816,"indian","train"
251,"japanese","train"
42387,"southern_us","train"
28112,"italian","train"
29415,"italian","train"
5357,"spanish","train"
31585,"french","train"
27780,"southern_us","train"
38970,"italian","train"
20312,"japanese","train"
19784,"greek","train"
11107,"southern_us","train"
10061,"cajun_creole","train"
29470,"southern_us","train"
4704,"italian","train"
8819,"spanish","train"
19018,"japanese","train"
11283,"italian","train"
10460,"french","train"
663,"italian","train"
17541,"mexican","train"
17735,"chinese","train"
31609,"vietnamese","train"
32439,"greek","train"
12689,"cajun_creole","train"
15576,"mexican","train"
34864,"cajun_creole","train"
33752,"jamaican","train"
3595,"italian","train"
28226,"japanese","train"
32812,"mexican","train"
16435,"indian","train"
10450,"mexican","train"
39494,"indian","train"
39646,"french","train"
5025,"russian","train"
3141,"southern_us","train"
23584,"mexican","train"
19327,"cajun_creole","train"
15932,"mexican","train"
40175,"italian","train"
5388,"italian","train"
48414,"french","train"
16994,"japanese","train"
31749,"irish","train"
11662,"southern_us","train"
176,"japanese","train"
48374,"italian","train"
29399,"mexican","train"
43469,"italian","train"
5566,"russian","train"
48958,"french","train"
35423,"chinese","train"
46403,"southern_us","train"
15331,"indian","train"
28082,"cajun_creole","train"
48210,"southern_us","train"
41803,"british","train"
9020,"italian","train"
14503,"mexican","train"
1197,"southern_us","train"
24657,"italian","train"
32159,"french","train"
28260,"italian","train"
33101,"italian","train"
13180,"thai","train"
16719,"vietnamese","train"
17503,"italian","train"
10083,"italian","train"
12269,"indian","train"
30703,"indian","train"
28008,"mexican","train"
2049,"japanese","train"
9679,"french","train"
42318,"italian","train"
41179,"italian","train"
39780,"french","train"
31251,"mexican","train"
42573,"italian","train"
46778,"cajun_creole","train"
36773,"southern_us","train"
43059,"southern_us","train"
30470,"italian","train"
2845,"indian","train"
22906,"italian","train"
